Ürün İsmi,Ürün Linki,Ürün Fiyatı,Kategori
Erkek Sarı Ekose Desenli Oduncu Gömlek 201,https://www.trendyol.com//ng-giyim/erkek-sari-ekose-desenli-oduncu-gomlek-p-443910591,"169,90",Gömlek
Relaxed Fit Gri Sweatshirt 8HCE2ORT01001,https://www.trendyol.com//d-s-damat/relaxed-fit-gri-sweatshirt-p-292859231,"351,98",Sweatshirt
Erkek BRUCE Koyu Mavi Taşlamalı Slim Fit Likralı Jean Kot Pantolon HALATS-DE-SLİM,https://www.trendyol.com//halat-s/erkek-bruce-koyu-mavi-taslamali-slim-fit-likrali-jean-kot-pantolon-p-752319226,"639,90",Pantolon
Uzun Kol Slim Fit Non Iron Pamuklu Gömlek TYCUZB2R3N168873081029752,https://www.trendyol.com//kigili/uzun-kol-slim-fit-non-iron-pamuklu-gomlek-p-742033554?advertItems=eyJhZHZlcnRJZCI6ImI2MzM0MjI5LTBhYzYtNDE3Yy05ZGZmLTA3ZTRhOWM0Zjg5OCIsInNvcnRpbmdTY29yZSI6MC4wNDM4Njk5OTgyMzMzMDkwNSwiYWRTY29yZSI6MC4wMTk5NzUyNDQ5OTg5MzE4ODUsImFkU2NvcmVzIjp7IjEiOjAuMDE5OTc1MjQ0OTk4OTMxODg1LCIyIjowLjAxOTk3NTI0NDk5ODkzMTg4NX0sImNwYyI6Mi4xOTYyMTgyODA5NjAwMDE1LCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuMTc2Mjc2Nzk2NDg1NDMsImFkdmVydFNsb3QiOjYsIm9yZGVyIjoyMywiYXR0cmlidXRlcyI6IiJ9,"699,99",Gömlek
Erkek Lacivert Oversize Bol Kesim 3 Iplik Bisiklet Yaka Pamuklu Sweatshirt ET5200000002,https://www.trendyol.com//ac-co-altinyildiz-classics/erkek-lacivert-oversize-bol-kesim-3-iplik-bisiklet-yaka-pamuklu-sweatshirt-p-759001894,"369,99",Sweatshirt
Unisex Tyyz Sweatshirt Pembe Trendiz111,https://www.trendyol.com//trendiz/unisex-tyyz-sweatshirt-pembe-p-774056157,"699,99",Sweatshirt
Erkek Yeşil %100 Pamuk Nefes Alan Bisiklet Yaka Standart Fit Normal Kesim T-shirt E001000,https://www.trendyol.com//avva/erkek-yesil-100-pamuk-nefes-alan-bisiklet-yaka-standart-fit-normal-kesim-t-shirt-e001000-p-53677777,"164,99",T-Shirt
Erkek Siyah Renk Italyan Kesim Kaliteli Esnek Likralı Bilek Boy Kumaş Pantolon BRKKMSPNT,https://www.trendyol.com//burke/erkek-siyah-renk-italyan-kesim-kaliteli-esnek-likrali-bilek-boy-kumas-pantolon-p-129547997?advertItems=eyJhZHZlcnRJZCI6ImE1MmYxMGRjLTY3ZDMtNGZiMC04ZTUxLTE1ZTYxZjAwYTdhOCIsInNvcnRpbmdTY29yZSI6MC4wNjc0MzkzMzIxNTczNzM0NCwiYWRTY29yZSI6MC4wNDcxNjAzNzIxMzgwMjMzNzYsImFkU2NvcmVzIjp7IjEiOjAuMDQ3MTYwMzcyMTM4MDIzMzc2LCIyIjowLjA0NzE2MDM3MjEzODAyMzM3Nn0sImNwYyI6MS40MzAwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuMjU5NDg2ODAxMDI4Mjc5LCJhZHZlcnRTbG90IjoxLCJvcmRlciI6MywiYXR0cmlidXRlcyI6IiJ9,"369,99",Pantolon
Papatya Dik Yazı Baskılı Oversize ( Geniş Kalıp ) Unisex Sweatshirt Kapsonsuzpapatyadikyazı,https://www.trendyol.com//baxia/papatya-dik-yazi-baskili-oversize-genis-kalip-unisex-sweatshirt-p-760112216,160,Sweatshirt
Unisex Kadın/Erkek Brooklyn Özel Renkli Oversize Bisiklet Yaka Pamuklu Sweatshirt BROOKLYN-ÖZEL-REVASSER-,https://www.trendyol.com//revasser/unisex-kadin-erkek-brooklyn-ozel-renkli-oversize-bisiklet-yaka-pamuklu-sweatshirt-p-771833378,"199,99",Sweatshirt
Bisiklet Yaka Basic Sweatshirt 22KERK890150851,https://www.trendyol.com//fullamoda/bisiklet-yaka-basic-sweatshirt-p-142469822,"158,39",Sweatshirt
Erkek Regular Fit Kışlık Kaşe Gömlek 2632,https://www.trendyol.com//redline/erkek-regular-fit-kislik-kase-gomlek-p-777153681?advertItems=eyJhZHZlcnRJZCI6IjNlNDkyZjFkLTVhMWItNDAxMi04ZTc0LTc0ZDc5Y2VmZmVmMiIsInNvcnRpbmdTY29yZSI6MC4wNTg0NTQ2NTUxMTA4MzYwMzYsImFkU2NvcmUiOjAuMDM1NDI3MDYzNzAzNTM2OTksImFkU2NvcmVzIjp7IjEiOjAuMDM1NDI3MDYzNzAzNTM2OTksIjIiOjAuMDM1NDI3MDYzNzAzNTM2OTl9LCJjcGMiOjEuNjUwMDAwMDAwMDAwMDAwMSwibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjUyMTEwMzA2NzEzNjA5NywiYWR2ZXJ0U2xvdCI6Miwib3JkZXIiOjcsImF0dHJpYnV0ZXMiOiIifQ==,"392,41",Gömlek
Antidepresan Kedi Baskılı Unisex Kanguru Cepli Kapüşonlu Sweatshirt Hoodie SweatAntiKedi,https://www.trendyol.com//harmandar/antidepresan-kedi-baskili-unisex-kanguru-cepli-kapusonlu-sweatshirt-hoodie-p-752187437,"199,90",Sweatshirt
Jwhlock Sweat Crew Neck 122462278,https://www.trendyol.com//jack-jones/jwhlock-sweat-crew-neck-p-776206813,"659,99",Sweatshirt
Oversize Fit Sweatshirt T5139AZ23AU,https://www.trendyol.com//defacto/oversize-fit-sweatshirt-p-760475075,"349,99",Sweatshirt
Erkek Kargo Cep Baggy Pantolon Siyah Rengi BAGGYTC21,https://www.trendyol.com//tarz-cool/erkek-kargo-cep-baggy-pantolon-siyah-rengi-p-759162776?advertItems=eyJhZHZlcnRJZCI6ImZmMzRkNzA1LWEzYTctNDhiNy04MDNiLTgyZjk1OWE5OTkzZSIsInNvcnRpbmdTY29yZSI6MC4wNTMxNzk2NzczNTIzMDkyMjUsImFkU2NvcmUiOjAuMDM0Mjg3MzQ4Mzg5NjI1NTUsImFkU2NvcmVzIjp7IjEiOjAuMDM0Mjg3MzQ4Mzg5NjI1NTUsIjIiOjAuMDM0Mjg3MzQ4Mzg5NjI1NTV9LCJjcGMiOjEuNTUxLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNTQ3OTYwODIyNDI4MDcxMiwiYWR2ZXJ0U2xvdCI6Mywib3JkZXIiOjExLCJhdHRyaWJ1dGVzIjoiIn0=,729,Pantolon
Unisex Hug Me Sweatshirt Beyaz Trndz1818,https://www.trendyol.com//trendiz/unisex-hug-me-sweatshirt-beyaz-p-743167568,533,Sweatshirt
Unisex Brooklyn Mor Oversize Bisiklet Yaka Baskılı T-shirt brooklyntshirtmor,https://www.trendyol.com//cmkteks/unisex-brooklyn-mor-oversize-bisiklet-yaka-baskili-t-shirt-p-650656365,"89,50",T-Shirt
Yılbaşı Özel Baskılı %100 Pamuklu Bisiklet Yaka Unisex T-shirt ddprt0043,https://www.trendyol.com//dopdolu-promosyon/yilbasi-ozel-baskili-100-pamuklu-bisiklet-yaka-unisex-t-shirt-p-784001200,"159,84",T-Shirt
Erkek Solu Baskılı Bisiklet Yaka Beyaz Sweatshirt BGK-SWT-077,https://www.trendyol.com//bgk/erkek-solu-baskili-bisiklet-yaka-beyaz-sweatshirt-p-770322208?advertItems=eyJhZHZlcnRJZCI6IjY3ZGU4NDBiLTI5ZDctNGRiNS1iZjhhLWQyZmExNTRmZGVhMyIsInNvcnRpbmdTY29yZSI6MC4wNTIzODk3MjI2ODk5ODYyMzQsImFkU2NvcmUiOjAuMDIzODEzNTEwMzEzNjMwMTA0LCJhZFNjb3JlcyI6eyIxIjowLjAyMzgxMzUxMDMxMzYzMDEwNCwiMiI6MC4wMjM4MTM1MTAzMTM2MzAxMDR9LCJjcGMiOjIuMiwibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjg2MjYxOTcwNzk1NTAzODIsImFkdmVydFNsb3QiOjQsIm9yZGVyIjoxNSwiYXR0cmlidXRlcyI6IiJ9,599,Sweatshirt
Raıner Erkek Dokuma Beli Lastikli Ve Fermuarlı Geniş Kesim Bol Paça Cepli Kalın Flanel Pantolon RAINER01082023,https://www.trendyol.com//grimelange/rainer-erkek-dokuma-beli-lastikli-ve-fermuarli-genis-kesim-bol-paca-cepli-kalin-flanel-pantolon-p-768857330,"599,95",Pantolon
Beyaz Comfort Fit Uzun Kol Pamuklu Desenli Gömlek 23D19ETC0002,https://www.trendyol.com//hatemoglu/beyaz-comfort-fit-uzun-kol-pamuklu-desenli-gomlek-p-408170885,"349,90",Gömlek
Erkek Kırık Beyaz-turuncu Çift Cep Kapaklı Slim Fit Oduncu Gömlek-odg001r9500s CPODG001,https://www.trendyol.com//cool-tarz/erkek-kirik-beyaz-turuncu-cift-cep-kapakli-slim-fit-oduncu-gomlek-odg001r9500s-p-784273657,279,Gömlek
Kalın Kışlık Gri Slim Fit Likralı Kumaş Pantolon İDS2019,https://www.trendyol.com//ids-collection/kalin-kislik-gri-slim-fit-likrali-kumas-pantolon-p-785136185?advertItems=eyJhZHZlcnRJZCI6ImY5YmM3ZWZiLTk5ZTQtNDBlMS1hMDFiLTQ0ODJkNWVkYmJlYyIsInNvcnRpbmdTY29yZSI6MC4wNDM4NzkyNDYxMTU2ODQ1MSwiYWRTY29yZSI6MC4wNTY5ODYwMzM5MTY0NzMzOSwiYWRTY29yZXMiOnsiMSI6MC4wNTY5ODYwMzM5MTY0NzMzOSwiMiI6MC4wNTY5ODYwMzM5MTY0NzMzOX0sImNwYyI6MC43NywibWluQ3BjIjowLjAxLCJlQ3BjIjowLjc3LCJhZHZlcnRTbG90Ijo1LCJvcmRlciI6MTksImF0dHJpYnV0ZXMiOiIifQ==,"499,99",Pantolon
Siyah Unisex Kapşonlu Sweet B34r01,https://www.trendyol.com//alkano/siyah-unisex-kapsonlu-sweet-p-384297985,189,Sweatshirt
Uzun Kol Slim Fit Non Iron Pamuklu Gömlek TYCUZB2R3N168873081029752,https://www.trendyol.com//kigili/uzun-kol-slim-fit-non-iron-pamuklu-gomlek-p-742033554?advertItems=eyJhZHZlcnRJZCI6ImI2MzM0MjI5LTBhYzYtNDE3Yy05ZGZmLTA3ZTRhOWM0Zjg5OCIsInNvcnRpbmdTY29yZSI6MC4wNDM4Njk5OTgyMzMzMDkwNSwiYWRTY29yZSI6MC4wMTk5NzUyNDQ5OTg5MzE4ODUsImFkU2NvcmVzIjp7IjEiOjAuMDE5OTc1MjQ0OTk4OTMxODg1LCIyIjowLjAxOTk3NTI0NDk5ODkzMTg4NX0sImNwYyI6Mi4xOTYyMTgyODA5NjAwMDE1LCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuMTc2Mjc2Nzk2NDg1NDMsImFkdmVydFNsb3QiOjYsIm9yZGVyIjoyMywiYXR0cmlidXRlcyI6IiJ9,"699,99",Gömlek
Bilbao Classic Erkek Kadife Pantolon - Su Yeşili - 42 US02011,https://www.trendyol.com//eleyse/bilbao-classic-erkek-kadife-pantolon-su-yesili-42-p-123832817,455,Pantolon
Yeşil Erkek Tişört 4461,https://www.trendyol.com//madmext/yesil-erkek-tisort-4461-p-35530042,220,T-Shirt
Regular Fit Pamuklu Oxford Gömlek 37014017,https://www.trendyol.com//mango-man/regular-fit-pamuklu-oxford-gomlek-p-333229190,"570,99",Gömlek
Düz Kanguru Sweatshirt NY547,https://www.trendyol.com//laundry/duz-kanguru-sweatshirt-p-411340057,"149,90",Sweatshirt
Ruben Erkek Smart Gömlek Comfort Slim Fit Saks 111010479,https://www.trendyol.com//lufian/ruben-erkek-smart-gomlek-comfort-slim-fit-saks-p-267449112,"278,56",Gömlek
Slim Fit Uzun Kollu Gömlek M7180AZ22SP,https://www.trendyol.com//defacto/slim-fit-uzun-kollu-gomlek-p-250457540,180,Gömlek
Erkek Regular Fit Kışlık Kaşe Gömlek 2632,https://www.trendyol.com//redline/erkek-regular-fit-kislik-kase-gomlek-p-777153681?advertItems=eyJhZHZlcnRJZCI6IjNlNDkyZjFkLTVhMWItNDAxMi04ZTc0LTc0ZDc5Y2VmZmVmMiIsInNvcnRpbmdTY29yZSI6MC4wNTg0NTQ2NTUxMTA4MzYwMzYsImFkU2NvcmUiOjAuMDM1NDI3MDYzNzAzNTM2OTksImFkU2NvcmVzIjp7IjEiOjAuMDM1NDI3MDYzNzAzNTM2OTksIjIiOjAuMDM1NDI3MDYzNzAzNTM2OTl9LCJjcGMiOjEuNjUwMDAwMDAwMDAwMDAwMSwibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjUyMTEwMzA2NzEzNjA5NywiYWR2ZXJ0U2xvdCI6Miwib3JkZXIiOjcsImF0dHJpYnV0ZXMiOiIifQ==,"392,41",Gömlek
Klasik Fit Rahat Kalıp Ince Çizgili Pamuklu Kravatlık Yaka Erkek Gömlek KL230024-512,https://www.trendyol.com//tudors/klasik-fit-rahat-kalip-ince-cizgili-pamuklu-kravatlik-yaka-erkek-gomlek-p-679646271,"257,47",Gömlek
Boxy Fit Kapüşonlu Pike Sweatshirt Y0764AZ23AU,https://www.trendyol.com//defacto/boxy-fit-kapusonlu-pike-sweatshirt-p-754782442,"249,99",Sweatshirt
Erkek Kargo Cep Baggy Pantolon Siyah Rengi BAGGYTC21,https://www.trendyol.com//tarz-cool/erkek-kargo-cep-baggy-pantolon-siyah-rengi-p-759162776?advertItems=eyJhZHZlcnRJZCI6ImZmMzRkNzA1LWEzYTctNDhiNy04MDNiLTgyZjk1OWE5OTkzZSIsInNvcnRpbmdTY29yZSI6MC4wNTMxNzk2NzczNTIzMDkyMjUsImFkU2NvcmUiOjAuMDM0Mjg3MzQ4Mzg5NjI1NTUsImFkU2NvcmVzIjp7IjEiOjAuMDM0Mjg3MzQ4Mzg5NjI1NTUsIjIiOjAuMDM0Mjg3MzQ4Mzg5NjI1NTV9LCJjcGMiOjEuNTUxLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNTQ3OTYwODIyNDI4MDcxMiwiYWR2ZXJ0U2xvdCI6Mywib3JkZXIiOjExLCJhdHRyaWJ1dGVzIjoiIn0=,729,Pantolon
Pito Jogger Pantolon Slim Fit Siyah 112190300,https://www.trendyol.com//lufian/pito-jogger-pantolon-slim-fit-siyah-p-764654175,"889,99",Pantolon
Unisex Nefti Yeşil %100 Pamuk Oversize Sweatshirt seeyoulater,https://www.trendyol.com//modagen/unisex-nefti-yesil-100-pamuk-oversize-sweatshirt-p-729041010,265,Sweatshirt
Hery Smart Erkek Chino Pantolon Slim Fit Siyah 111190301,https://www.trendyol.com//lufian/hery-smart-erkek-chino-pantolon-slim-fit-siyah-p-679413312,"799,99",Pantolon
Erkek Solu Baskılı Bisiklet Yaka Beyaz Sweatshirt BGK-SWT-077,https://www.trendyol.com//bgk/erkek-solu-baskili-bisiklet-yaka-beyaz-sweatshirt-p-770322208?advertItems=eyJhZHZlcnRJZCI6IjY3ZGU4NDBiLTI5ZDctNGRiNS1iZjhhLWQyZmExNTRmZGVhMyIsInNvcnRpbmdTY29yZSI6MC4wNTIzODk3MjI2ODk5ODYyMzQsImFkU2NvcmUiOjAuMDIzODEzNTEwMzEzNjMwMTA0LCJhZFNjb3JlcyI6eyIxIjowLjAyMzgxMzUxMDMxMzYzMDEwNCwiMiI6MC4wMjM4MTM1MTAzMTM2MzAxMDR9LCJjcGMiOjIuMiwibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjg2MjYxOTcwNzk1NTAzODIsImFkdmVydFNsb3QiOjQsIm9yZGVyIjoxNSwiYXR0cmlidXRlcyI6IiJ9,599,Sweatshirt
Yeşil Oversize Unisex Sıfır Yaka Sweatshirt DAXİS BİSİKLET YAKA SWEAT BÜYÜK BEDEN,https://www.trendyol.com//daxis-sportwear-company/yesil-oversize-unisex-sifir-yaka-sweatshirt-p-636546612,189,Sweatshirt
Slim Fit V Yaka Basic Kısa Kollu %100 Pamuk Tişört M7668AZ21SP,https://www.trendyol.com//defacto/slim-fit-v-yaka-basic-kisa-kollu-100-pamuk-tisort-p-70499167,"299,90",T-Shirt
North Sweatshirt Kırık Beyaz 111030008,https://www.trendyol.com//lufian/north-sweatshirt-kirik-beyaz-p-96104165,"749,99",Sweatshirt
Kalın Kışlık Gri Slim Fit Likralı Kumaş Pantolon İDS2019,https://www.trendyol.com//ids-collection/kalin-kislik-gri-slim-fit-likrali-kumas-pantolon-p-785136185?advertItems=eyJhZHZlcnRJZCI6ImY5YmM3ZWZiLTk5ZTQtNDBlMS1hMDFiLTQ0ODJkNWVkYmJlYyIsInNvcnRpbmdTY29yZSI6MC4wNDM4NzkyNDYxMTU2ODQ1MSwiYWRTY29yZSI6MC4wNTY5ODYwMzM5MTY0NzMzOSwiYWRTY29yZXMiOnsiMSI6MC4wNTY5ODYwMzM5MTY0NzMzOSwiMiI6MC4wNTY5ODYwMzM5MTY0NzMzOX0sImNwYyI6MC43NywibWluQ3BjIjowLjAxLCJlQ3BjIjowLjc3LCJhZHZlcnRTbG90Ijo1LCJvcmRlciI6MTksImF0dHJpYnV0ZXMiOiIifQ==,"499,99",Pantolon
T-Shirt Erkek White DM0DM17728,https://www.trendyol.com//tommy-hilfiger/t-shirt-erkek-white-p-758412616,"949,99",T-Shirt
Oversize Unisex Baggy Rahat Pantolon KN6000,https://www.trendyol.com//ilkcetmoda/oversize-unisex-baggy-rahat-pantolon-p-790805980,"139,90",Pantolon
Uzun Kol Slim Fit Non Iron Pamuklu Gömlek TYCUZB2R3N168873081029752,https://www.trendyol.com//kigili/uzun-kol-slim-fit-non-iron-pamuklu-gomlek-p-742033554?advertItems=eyJhZHZlcnRJZCI6ImI2MzM0MjI5LTBhYzYtNDE3Yy05ZGZmLTA3ZTRhOWM0Zjg5OCIsInNvcnRpbmdTY29yZSI6MC4wNDM4Njk5OTgyMzMzMDkwNSwiYWRTY29yZSI6MC4wMTk5NzUyNDQ5OTg5MzE4ODUsImFkU2NvcmVzIjp7IjEiOjAuMDE5OTc1MjQ0OTk4OTMxODg1LCIyIjowLjAxOTk3NTI0NDk5ODkzMTg4NX0sImNwYyI6Mi4xOTYyMTgyODA5NjAwMDE1LCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuMTc2Mjc2Nzk2NDg1NDMsImFkdmVydFNsb3QiOjYsIm9yZGVyIjoyMywiYXR0cmlidXRlcyI6IiJ9,"699,99",Gömlek
Lacivert Slim Fit Oxford Gömlek G021GL004.000.1294587,https://www.trendyol.com//pierre-cardin/lacivert-slim-fit-oxford-gomlek-p-106289034,"799,99",Gömlek
Travıs Erkek Yumuşacık Kumaşlı Regular Fit Yuvarlak Yakalı Sweatshirt TRAVIS25062020,https://www.trendyol.com//grimelange/travis-erkek-yumusacik-kumasli-regular-fit-yuvarlak-yakali-sweatshirt-p-50601414,"295,99",Sweatshirt
Erkek Regular Fit Bisiklet Yaka Monogram Bej T-shirt TH1437,https://www.trendyol.com//lacoste/erkek-regular-fit-bisiklet-yaka-monogram-bej-t-shirt-p-778180627,1.987,T-Shirt
14 Şubat Sevgili Çift Kombini Harf Sweatshirt MARECASHİKİLİSEVGILIKOM,https://www.trendyol.com//marecash/14-subat-sevgili-cift-kombini-harf-sweatshirt-p-641338807,449,Sweatshirt
SEBASTİAN SZYMANSKİ BASKILI SİYAH KAPÜŞONLU UNİSEX SWEATSHİRT HOODİE FBSZMN001114,https://www.trendyol.com//tolstoy/sebastian-szymanski-baskili-siyah-kapusonlu-unisex-sweatshirt-hoodie-p-790066492,189,Sweatshirt
Erkek Mavi Oversize Fit Bol Kesim Kapüşonlu Içi Polarlı 3 Iplik Pamuklu Sweatshirt ET5224100024,https://www.trendyol.com//ac-co-altinyildiz-classics/erkek-mavi-oversize-fit-bol-kesim-kapusonlu-ici-polarli-3-iplik-pamuklu-sweatshirt-p-752541436,"589,99",Sweatshirt
Erkek Regular Fit Kışlık Kaşe Gömlek 2632,https://www.trendyol.com//redline/erkek-regular-fit-kislik-kase-gomlek-p-777153681?advertItems=eyJhZHZlcnRJZCI6IjNlNDkyZjFkLTVhMWItNDAxMi04ZTc0LTc0ZDc5Y2VmZmVmMiIsInNvcnRpbmdTY29yZSI6MC4wNTg0NTQ2NTUxMTA4MzYwMzYsImFkU2NvcmUiOjAuMDM1NDI3MDYzNzAzNTM2OTksImFkU2NvcmVzIjp7IjEiOjAuMDM1NDI3MDYzNzAzNTM2OTksIjIiOjAuMDM1NDI3MDYzNzAzNTM2OTl9LCJjcGMiOjEuNjUwMDAwMDAwMDAwMDAwMSwibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjUyMTEwMzA2NzEzNjA5NywiYWR2ZXJ0U2xvdCI6Miwib3JkZXIiOjcsImF0dHJpYnV0ZXMiOiIifQ==,"392,41",Gömlek
Batman Baskılı Beyaz Tişört Oversize / Geniş Kesim 0611365-620,https://www.trendyol.com//mavi/batman-baskili-beyaz-tisort-oversize-genis-kesim-0611365-620-p-694872047,"161,99",T-Shirt
Erkek Yazlık Jogger Pantolon ZM004,https://www.trendyol.com//wamoss/erkek-yazlik-jogger-pantolon-p-104640569,"256,33",Pantolon
Erkek Açık Kahve Oversize Fit Bol Kesim Pamuklu Içi Polarlı 3 Iplik Bisiklet Yaka Sweatshirt ET5224100016,https://www.trendyol.com//ac-co-altinyildiz-classics/erkek-acik-kahve-oversize-fit-bol-kesim-pamuklu-ici-polarli-3-iplik-bisiklet-yaka-sweatshirt-p-759511023,"419,99",Sweatshirt
Erkek Kargo Cep Baggy Pantolon Siyah Rengi BAGGYTC21,https://www.trendyol.com//tarz-cool/erkek-kargo-cep-baggy-pantolon-siyah-rengi-p-759162776?advertItems=eyJhZHZlcnRJZCI6ImZmMzRkNzA1LWEzYTctNDhiNy04MDNiLTgyZjk1OWE5OTkzZSIsInNvcnRpbmdTY29yZSI6MC4wNTMxNzk2NzczNTIzMDkyMjUsImFkU2NvcmUiOjAuMDM0Mjg3MzQ4Mzg5NjI1NTUsImFkU2NvcmVzIjp7IjEiOjAuMDM0Mjg3MzQ4Mzg5NjI1NTUsIjIiOjAuMDM0Mjg3MzQ4Mzg5NjI1NTV9LCJjcGMiOjEuNTUxLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNTQ3OTYwODIyNDI4MDcxMiwiYWR2ZXJ0U2xvdCI6Mywib3JkZXIiOjExLCJhdHRyaWJ1dGVzIjoiIn0=,729,Pantolon
Erkek Antrasit Slim Fit Dar Kesim 5 Cep Pamuklu Kanvas Esnek Chino Pantolon ET0130000001,https://www.trendyol.com//ac-co-altinyildiz-classics/erkek-antrasit-slim-fit-dar-kesim-5-cep-pamuklu-kanvas-esnek-chino-pantolon-p-55385379,"499,99",Pantolon
Unisex Lacivert Kanguru Cepli Kapüşonlu Basic Düz Sweatshirt Hoodie basic-sweat,https://www.trendyol.com//rokeby/unisex-lacivert-kanguru-cepli-kapusonlu-basic-duz-sweatshirt-hoodie-p-786008399,"209,90",Sweatshirt
Regular Fit Kapüşonlu Sweatshirt X8283AZ23AU,https://www.trendyol.com//defacto/regular-fit-kapusonlu-sweatshirt-p-754773587,"419,99",Sweatshirt
Erkek Solu Baskılı Bisiklet Yaka Beyaz Sweatshirt BGK-SWT-077,https://www.trendyol.com//bgk/erkek-solu-baskili-bisiklet-yaka-beyaz-sweatshirt-p-770322208?advertItems=eyJhZHZlcnRJZCI6IjY3ZGU4NDBiLTI5ZDctNGRiNS1iZjhhLWQyZmExNTRmZGVhMyIsInNvcnRpbmdTY29yZSI6MC4wNTIzODk3MjI2ODk5ODYyMzQsImFkU2NvcmUiOjAuMDIzODEzNTEwMzEzNjMwMTA0LCJhZFNjb3JlcyI6eyIxIjowLjAyMzgxMzUxMDMxMzYzMDEwNCwiMiI6MC4wMjM4MTM1MTAzMTM2MzAxMDR9LCJjcGMiOjIuMiwibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjg2MjYxOTcwNzk1NTAzODIsImFkdmVydFNsb3QiOjQsIm9yZGVyIjoxNSwiYXR0cmlidXRlcyI6IiJ9,599,Sweatshirt
Yıldırım Baskılı Beyaz Oversize Kapüşonlu Sweatshirt 816SW00117,https://www.trendyol.com//sokak-butik/yildirim-baskili-beyaz-oversize-kapusonlu-sweatshirt-p-364802973,354,Sweatshirt
Siyah Yüksek Bel (BOYFRİEND) Pileli Kumaş Pantolon A21Y2537,https://www.trendyol.com//antioch/siyah-yuksek-bel-boyfriend-pileli-kumas-pantolon-p-314195501,"1.209,88",Pantolon
Kalın Kışlık Gri Slim Fit Likralı Kumaş Pantolon İDS2019,https://www.trendyol.com//ids-collection/kalin-kislik-gri-slim-fit-likrali-kumas-pantolon-p-785136185?advertItems=eyJhZHZlcnRJZCI6ImY5YmM3ZWZiLTk5ZTQtNDBlMS1hMDFiLTQ0ODJkNWVkYmJlYyIsInNvcnRpbmdTY29yZSI6MC4wNDM4NzkyNDYxMTU2ODQ1MSwiYWRTY29yZSI6MC4wNTY5ODYwMzM5MTY0NzMzOSwiYWRTY29yZXMiOnsiMSI6MC4wNTY5ODYwMzM5MTY0NzMzOSwiMiI6MC4wNTY5ODYwMzM5MTY0NzMzOX0sImNwYyI6MC43NywibWluQ3BjIjowLjAxLCJlQ3BjIjowLjc3LCJhZHZlcnRTbG90Ijo1LCJvcmRlciI6MTksImF0dHJpYnV0ZXMiOiIifQ==,"499,99",Pantolon
Unisex 2ip Şardonlu Sax Oversize Sweatshirt renklisweat1,https://www.trendyol.com//ciwilife/unisex-2ip-sardonlu-sax-oversize-sweatshirt-p-783703642,"125,80",Sweatshirt
Erkek Taş Slim Fit Dar Kesim Yan Cep Esnek Chino Pantolon 4A0122200006,https://www.trendyol.com//ac-co-altinyildiz-classics/erkek-tas-slim-fit-dar-kesim-yan-cep-esnek-chino-pantolon-p-299606441,"469,99",Pantolon
Alfabe Baskılı Siyah Sweatshirt 0S10068-900,https://www.trendyol.com//mavi/alfabe-baskili-siyah-sweatshirt-0s10068-900-p-777960084,574,Sweatshirt
Uzun Kol Slim Fit Non Iron Pamuklu Gömlek TYCUZB2R3N168873081029752,https://www.trendyol.com//kigili/uzun-kol-slim-fit-non-iron-pamuklu-gomlek-p-742033554?advertItems=eyJhZHZlcnRJZCI6ImI2MzM0MjI5LTBhYzYtNDE3Yy05ZGZmLTA3ZTRhOWM0Zjg5OCIsInNvcnRpbmdTY29yZSI6MC4wNDM4Njk5OTgyMzMzMDkwNSwiYWRTY29yZSI6MC4wMTk5NzUyNDQ5OTg5MzE4ODUsImFkU2NvcmVzIjp7IjEiOjAuMDE5OTc1MjQ0OTk4OTMxODg1LCIyIjowLjAxOTk3NTI0NDk5ODkzMTg4NX0sImNwYyI6Mi4xOTYyMTgyODA5NjAwMDE1LCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuMTc2Mjc2Nzk2NDg1NDMsImFkdmVydFNsb3QiOjYsIm9yZGVyIjoyMywiYXR0cmlidXRlcyI6IiJ9,"699,99",Gömlek
UNİSEX OVERSİZE SWEATSHİRT BENROMA83172023,https://www.trendyol.com//benroma/unisex-oversize-sweatshirt-p-775702903,"179,90",Sweatshirt
Beli Ve Paçası Lastikli Likrali Kargo Cep Pantolon Siyah BYSRT45,https://www.trendyol.com//by-srt/beli-ve-pacasi-lastikli-likrali-kargo-cep-pantolon-siyah-p-780447673,235,Pantolon
Carsten Erkek Yumuşacık Kumaşlı Oversize Fit Yuvarlak Yakalı Kolej Baskılı Sweatshirt CARSTEN01082023,https://www.trendyol.com//grimelange/carsten-erkek-yumusacik-kumasli-oversize-fit-yuvarlak-yakali-kolej-baskili-sweatshirt-p-766657398,"399,95",Sweatshirt
